"group","named_location","location","county_state","Year","latitude","longitude","planting_doy","mu","sd","y2","y3","cens","y_na","outside_data","mod_for_cens","opt_relation_to_data","GDD_mod_sitemean","GDD_anomaly","GDD_fixed_sitemean","GDD_fixed_anomaly","tot_precip_sitemean","precip_anomaly","frost_sitemean","frost_anomaly","GDD_future_sitemean","GDD_future_anomaly","GDD_mod_sitemean_sc","GDD_anomaly_sc","GDD_fixed_sitemean_sc","GDD_fixed_anomaly_sc","tot_precip_sitemean_sc","precip_anomaly_sc","frost_sitemean_sc","frost_anomaly_sc","GDD_future_sitemean_sc","GDD_future_anomaly_sc"
"Carrington_REC","Carrington_REC","Carrington","Foster_ND",2005,47.5156,-99.1215,143,219.213438458124,49.6809701007858,214.321328082225,218.45514476254,"interval",219.213438458124,"in_range","gauss","opt_within",845.150454545455,-21.4254545454545,1380.51386363636,-12.0938636363635,95.2875,-69.4675,287.045454545455,9.95454545454544,984.014078306818,136.814935954545,-0.310049023455633,-0.337848708850621,-0.473726227504649,-0.08853372896029,-0.438527484300108,-1.36119794832344,-0.419054280310978,0.768047179673879,-0.25739520200551,0.141970898116414
"Carrington_REC","Carrington_REC","Carrington","Foster_ND",2006,47.5156,-99.1215,152,210.535178405843,14.689230530491,209.312342208371,213.130910720551,"interval",210.535178405843,"in_range","gauss","opt_within",845.150454545455,54.9945454545455,1380.51386363636,76.7961363636364,95.2875,-27.1975,287.045454545455,-3.04545454545456,984.014078306818,174.930735954546,-0.310049023455633,0.930058645150445,-0.473726227504649,1.07333533502934,-0.438527484300108,-0.524559801531368,-0.419054280310978,-0.347369018243103,-0.25739520200551,0.848635970038526
"Carrington_REC","Carrington_REC","Carrington","Foster_ND",2007,47.5156,-99.1215,154,219.396453245704,15.4350804063435,218.480204061549,220.680641515898,"interval",219.396453245704,"in_range","gauss","opt_within",845.150454545455,76.0695454545455,1380.51386363636,35.1761363636365,95.2875,20.8425,287.045454545455,13.9545454545454,984.014078306818,201.929035954545,-0.310049023455633,1.27972035001269,-0.473726227504649,0.529325992659575,-0.438527484300108,0.426282322241787,-0.419054280310978,1.11125216364833,-0.25739520200551,1.34918313450247
"Carrington_REC","Carrington_REC","Carrington","Foster_ND",2008,47.5156,-99.1215,141,224.911615833315,13.7653047062554,223.603011218428,227.501647746658,"interval",224.911615833315,"in_range","gauss","opt_within",845.150454545455,-109.195454545454,1380.51386363636,-99.6588636363635,95.2875,32.5625,287.045454545455,13.9545454545454,984.014078306818,39.8416139545454,-0.310049023455633,-1.79406734874428,-0.473726227504649,-1.233083898701,-0.438527484300108,0.65825296526055,-0.419054280310978,1.11125216364833,-0.25739520200551,-1.65590975939716
"Carrington_REC","Carrington_REC","Carrington","Foster_ND",2009,47.5156,-99.1215,147,225.629990215277,4.98231503226193,224.924133667579,226.070889315239,"interval",225.629990215277,"in_range","gauss","opt_within",845.150454545455,-118.015454545455,1380.51386363636,-152.478863636363,95.2875,26.2625,287.045454545455,-5.04545454545456,984.014078306818,38.7584304545455,-0.310049023455633,-1.94040263875069,-0.473726227504649,-1.92348691321256,-0.438527484300108,0.533558848279475,-0.419054280310978,-0.518971510230331,-0.25739520200551,-1.67599192862704
"Carrington_REC","Carrington_REC","Carrington","Foster_ND",2010,47.5156,-99.1215,140,211.235418637433,4.19624200553836,210.660021581286,211.593808757636,"interval",211.235418637433,"in_range","gauss","opt_within",845.150454545455,-14.2754545454545,1380.51386363636,1.13113636363641,95.2875,30.5625,287.045454545455,13.9545454545454,984.014078306818,135.276735954546,-0.310049023455633,-0.219220894389647,-0.473726227504649,0.0843284419392797,-0.438527484300108,0.618667531298304,-0.419054280310978,1.11125216364833,-0.25739520200551,0.113452745181659
"Carrington_REC","Carrington_REC","Carrington","Foster_ND",2012,47.5156,-99.1215,158,215.687820225762,19.4106230576068,198,220.644043334315,"interval",215.687820225762,"less_than","gauss","opt_before",845.150454545455,85.4445454545455,1380.51386363636,49.8061363636364,95.2875,-6.99749999999999,287.045454545455,-8.04545454545456,984.014078306818,213.611835954546,-0.310049023455633,1.4352638130297,-0.473726227504649,0.720552726894789,-0.438527484300108,-0.124746918512681,-0.419054280310978,-0.776375248211173,-0.25739520200551,1.5657816763736
"Carrington_REC","Carrington_REC","Carrington","Foster_ND",2013,47.5156,-99.1215,157,232.2048913214,21.9527736331751,225.56605077113,263,"interval",232.2048913214,"greater_than","gauss","opt_after",845.150454545455,33.2495454545455,1380.51386363636,42.9911363636365,95.2875,-26.8375,287.045454545455,6.95454545454544,984.014078306818,176.912935954545,-0.310049023455633,0.569280767464588,-0.473726227504649,0.631474791569227,-0.438527484300108,-0.517434423418164,-0.419054280310978,0.510643441693037,-0.25739520200551,0.885385861305768
"Carrington_REC","Carrington_REC","Carrington","Foster_ND",2014,47.5156,-99.1215,154,223.459470225448,13.0508528272789,221.881272934396,224.922698757645,"interval",223.459470225448,"in_range","gauss","opt_within",845.150454545455,-0.910454545454513,1380.51386363636,-8.58886363636361,95.2875,15.5425,287.045454545455,15.9545454545454,984.014078306818,152.687835954545,-0.310049023455633,0.00252186648740419,-0.473726227504649,-0.0427203520980612,-0.438527484300108,0.321380922241835,-0.419054280310978,1.28285465563556,-0.25739520200551,0.436253689507713
"Carrington_REC","Carrington_REC","Carrington","Foster_ND",2015,47.5156,-99.1215,154,221.518480339771,14.9158324447833,219.518871741413,222.805832060063,"interval",221.518480339771,"in_range","gauss","opt_within",845.150454545455,62.6245454545455,1380.51386363636,22.5511363636365,95.2875,-36.0475,287.045454545455,29.9545454545454,984.014078306818,192.371835954546,-0.310049023455633,1.05665028491789,-0.473726227504649,0.364306339910457,-0.438527484300108,-0.699725346814308,-0.419054280310978,2.48407209954616,-0.25739520200551,1.17199311290056
"Carrington_REC","Carrington_REC","Carrington","Foster_ND",2016,47.5156,-99.1215,148,225.100327672614,17.6841210440593,218.068667455297,279,"interval",225.100327672614,"greater_than","gauss","opt_after",845.150454545455,33.3495454545455,1380.51386363636,71.9861363636364,95.2875,67.3825,287.045454545455,-0.045454545454561,984.014078306818,174.955635954546,-0.310049023455633,0.57093989773677,-0.473726227504649,1.01046448118987,-0.438527484300108,1.34743537054326,-0.419054280310978,-0.0899652802622611,-0.25739520200551,0.849097614823389
"Carrington_REC","Carrington_REC","Carrington","Foster_ND",2017,47.5156,-99.1215,145,216.754166701971,28.9382987956883,213.44900855471,219.412452643403,"interval",216.754166701971,"in_range","gauss","opt_within",845.150454545455,-9.06545454545449,1380.51386363636,-8.19386363636363,95.2875,2.5325,287.045454545455,12.9545454545454,984.014078306818,133.941735954545,-0.310049023455633,-0.132780207208993,-0.473726227504649,-0.0375573609823465,-0.438527484300108,0.0638776743174226,-0.419054280310978,1.02545091765472,-0.25739520200551,0.0887019103305984
"Carrington_REC","Carrington_REC","Carrington","Foster_ND",2018,47.5156,-99.1215,156,216.022485090855,9.07387280717944,214.688990825444,217.263409752083,"interval",216.022485090855,"in_range","gauss","opt_within",845.150454545455,93.4645454545455,1380.51386363636,124.296136363636,95.2875,-68.6675,287.045454545455,-10.0454545454546,984.014078306818,214.949635954546,-0.310049023455633,1.56832606085865,-0.473726227504649,1.69420135527354,-0.438527484300108,-1.34536377473854,-0.419054280310978,-0.947977740198401,-0.25739520200551,1.59058442308802
"Carrington_REC","Carrington_REC","Carrington","Foster_ND",2020,47.5156,-99.1215,153,189.947890324766,61.808768335485,193,215.715259904041,"interval",189.947890324766,"less_than","gauss","opt_before",845.150454545455,90.3395454545455,1380.51386363636,68.1211363636364,95.2875,35.9725,287.045454545455,4.95454545454544,984.014078306818,212.844635954546,-0.310049023455633,1.51647823985298,-0.473726227504649,0.959945593437371,-0.438527484300108,0.72574613016618,-0.419054280310978,0.339040949705809,-0.25739520200551,1.5515578258135
"Carrington_REC","Carrington_REC","Carrington","Foster_ND",2021,47.5156,-99.1215,146,232.445262670055,21.9533101856233,214.536724797725,257,"interval",232.445262670055,"greater_than","gauss","opt_after",845.150454545455,70.9045454545454,1380.51386363636,115.276136363636,95.2875,-21.9675,287.045454545455,6.95454545454544,984.014078306818,185.395019454545,-0.310049023455633,1.19402627145451,-0.473726227504649,1.57630216574507,-0.438527484300108,-0.421043891720094,-0.419054280310978,0.510643441693037,-0.25739520200551,1.04264327546412
"Carrington_REC","Carrington_REC","Carrington","Foster_ND",2023,47.5156,-99.1215,150,216.021473073089,7.2336482164261,215.331302544761,216.889897028948,"interval",216.021473073089,"in_range","gauss","opt_within",845.150454545455,68.2945454545455,1380.51386363636,139.191136363636,95.2875,-13.6875,287.045454545455,11.9545454545454,984.014078306818,201.297335954546,-0.310049023455633,1.15072297135058,-0.473726227504649,1.88889186835854,-0.438527484300108,-0.257160195116395,-0.419054280310978,0.939649671661107,-0.25739520200551,1.33747144732987
"Casselton_ASF","Casselton_ASF","Casselton_Sunwheat-full","Cass_ND",1987,46.8871,-97.2305,148,219.35643134042,33.7100875448334,205.911090463417,251.681589255736,"interval",219.35643134042,"greater_than","gauss","opt_after",895.182386363636,48.3826136363637,1462.73409090909,23.2309090909091,121.091363636364,-21.0013636363636,288.227272727273,-8.22727272727275,1026.46628080682,168.882704136364,0.125625572703284,0.820358082778993,0.0102887483369521,0.373191556496821,0.593631483510461,-0.401921428109468,-0.2976141019278,-0.791975474755467,0.166891731763139,0.736505755277646
"Casselton_ASF","Casselton_ASF","Casselton","Cass_ND",1990,46.8871,-97.2305,141,213.585521168881,21.3343012774245,205.765689410559,239,"interval",213.585521168881,"greater_than","gauss","opt_after",869.214204545455,-16.3442045454545,1462.73409090909,-14.3140909090907,115.746590909091,-56.9265909090909,288.227272727273,-8.22727272727275,1002.19152468182,114.232080454545,-0.100503555544893,-0.253544151895401,0.0102887483369521,-0.117554016767781,0.379839658413786,-1.11297928400109,-0.2976141019278,-0.791975474755467,-0.0757214010715585,-0.276714140794331
"Casselton_ASF","Casselton_ASF","Casselton","Cass_ND",1992,46.8871,-97.2305,139,218.149439891529,15.5320420347577,216.359116564908,221.016407270287,"interval",218.149439891529,"in_range","gauss","opt_within",869.214204545455,-167.439204545455,1462.73409090909,-202.179090909091,115.746590909091,55.2634090909091,288.227272727273,-16.2272727272727,1002.19152468182,-12.3474470454546,-0.100503555544893,-2.76040703664797,0.0102887483369521,-2.57311180399257,0.379839658413786,1.10756563411112,-0.2976141019278,-1.47838544270438,-0.0757214010715585,-2.62349240347423
"Casselton_ASF","Casselton_ASF","Casselton","Cass_ND",1993,46.8871,-97.2305,140,226.038514695314,16.3914167369632,224.041741412864,228.541168879348,"interval",226.038514695314,"in_range","gauss","opt_within",869.214204545455,-164.584204545455,1462.73409090909,-151.824090909091,115.746590909091,-30.5165909090909,288.227272727273,-13.2272727272727,1002.19152468182,9.7917584545454,-0.100503555544893,-2.71303886737719,0.0102887483369521,-1.91492846821579,0.379839658413786,-0.590253628529623,-0.2976141019278,-1.22098170472354,-0.0757214010715585,-2.21303261391305
"Casselton_ASF","Casselton_ASF","Casselton","Cass_ND",1994,46.8871,-97.2305,137,202.683930709524,NA,213,249.375,"interval",NA,"in_range","linear","opt_after",869.214204545455,-1.59920454545454,1462.73409090909,-19.2090909090907,115.746590909091,128.343409090909,288.227272727273,15.7727272727273,1002.19152468182,134.146385954545,-0.100503555544893,-0.00890539326224602,0.0102887483369521,-0.181535894011894,0.379839658413786,2.5540173910916,-0.2976141019278,1.26725442909127,-0.0757214010715585,0.0924961113435324
"Casselton_ASF","Casselton_ASF","Casselton","Cass_ND",1996,46.8871,-97.2305,143,214.951702112656,12.5127910848066,211.073183949345,216.573807869451,"interval",214.951702112656,"in_range","gauss","opt_within",869.214204545455,-36.2642045454545,1462.73409090909,-27.7940909090908,115.746590909091,17.6034090909091,288.227272727273,8.77272727272725,1002.19152468182,98.3407859545455,-0.100503555544893,-0.584042902113946,0.0102887483369521,-0.293749257881294,0.379839658413786,0.362171912602022,-0.2976141019278,0.666645707135971,-0.0757214010715585,-0.571337965317964
"Casselton_ASF","Casselton_ASF","Casselton","Cass_ND",1997,46.8871,-97.2305,141,234.564471634216,38.3212902474813,214.660897708426,245.380952380952,"interval",234.564471634216,"greater_than","gauss","opt_after",869.214204545455,-9.97420454545454,1462.73409090909,-56.5690909090908,115.746590909091,-19.5365909090909,288.227272727273,6.77272727272725,1002.19152468182,123.326480454546,-0.100503555544893,-0.147857553557443,0.0102887483369521,-0.669863357513443,0.379839658413786,-0.372929596076891,-0.2976141019278,0.495043215148743,-0.0757214010715585,-0.108104408607456
"Casselton_ASF","Casselton_ASF","Casselton","Cass_ND",1998,46.8871,-97.2305,146,220.584907643825,11.9722534179059,219.530225022306,222.968017620697,"interval",220.584907643825,"in_range","gauss","opt_within",869.214204545455,-6.0242045454545,1462.73409090909,52.9709090909091,115.746590909091,-37.9065909090909,288.227272727273,18.7727272727273,1002.19152468182,126.037269454545,-0.100503555544893,-0.0823219078062745,0.0102887483369521,0.761919039487614,0.379839658413786,-0.736521807020123,-0.2976141019278,1.52465816707211,-0.0757214010715585,-0.0578465128358687
"Casselton_ASF","Casselton_ASF","Casselton","Cass_ND",1999,46.8871,-97.2305,146,457.509399215535,224.609508948058,213.079405055419,250.458333333333,"interval",457.509399215535,"greater_than","gauss","opt_after",869.214204545455,24.8807954545455,1462.73409090909,-22.7540909090908,115.746590909091,5.52340909090908,288.227272727273,-13.2272727272727,1002.19152468182,157.532485954546,-0.100503555544893,0.430432302811403,0.0102887483369521,-0.227872105417489,0.379839658413786,0.123075891470054,-0.2976141019278,-1.22098170472354,-0.0757214010715585,0.526073264085382
"Casselton_ASF","Casselton_ASF","Casselton","Cass_ND",2000,46.8871,-97.2305,143,223.533672124903,17.5840019078037,218.155077150725,255,"interval",223.533672124903,"greater_than","gauss","opt_after",869.214204545455,-49.9842045454545,1462.73409090909,-51.2540909090908,115.746590909091,3.48340909090909,288.227272727273,-6.22727272727275,1002.19152468182,104.563985954546,-0.100503555544893,-0.811675575457242,0.0102887483369521,-0.600391717564012,0.379839658413786,0.0826987488285634,-0.2976141019278,-0.620372982768239,-0.0757214010715585,-0.455960141014508
