"","location","year","latitude","longitude","n","planting_doy_combined","harvest_doy_combined","flower_doy_combined","county_state","State","CUM_GDD_70","GDD_modave","GDD_future","GDD_fixed","tot_precip","frost_day"
"80","Akron","2015",40.1605,-103.2144,365,168.790229885057,302.663793103448,231.390243902439,"Washington_CO","CO",1108.005,928.25,1020.7007,1434.56,62.06,311
"81","Akron","2016",40.1605,-103.2144,365,168.790229885057,302.663793103448,231.390243902439,"Washington_CO","CO",1122.585,929.11,1020.37655,1465.505,65.65,316
"82","Akron","2017",40.1605,-103.2144,365,168.790229885057,302.663793103448,231.390243902439,"Washington_CO","CO",1110.875,918.59,1014.14375,1469.51,64.9,300
"83","Akron","2018",40.1605,-103.2144,365,168.790229885057,302.663793103448,231.390243902439,"Washington_CO","CO",1071.98,908.66,1004.1757,1520.255,19.82,287
"84","Akron","2019",40.1605,-103.2144,365,168.790229885057,302.663793103448,231.390243902439,"Washington_CO","CO",1110.29,918.475,1010.2507,1404.43,91.14,283
"85","Akron","2020",40.1605,-103.2144,365,168.790229885057,302.663793103448,231.390243902439,"Washington_CO","CO",1188.385,945.46,1034.1735,1508.89,75.06,290
"86","Akron","2021",40.1605,-103.2144,365,168.790229885057,302.663793103448,231.390243902439,"Washington_CO","CO",1131.355,929.215,1019.4385,1489.395,37.22,313
"87","Akron","2022",40.1605,-103.2144,365,168.790229885057,302.663793103448,231.390243902439,"Washington_CO","CO",1200.47,967.02,1053.9785,1535.86,37.92,301
"88","Akron","2023",40.1605,-103.2144,365,168.790229885057,302.663793103448,231.390243902439,"Washington_CO","CO",1084.595,930.94,1026.8607,1481.42,85.7,287
"89","Box_Butte","1980",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1064.625,881.795,979.1918,1429.07,43.87,285
"90","Box_Butte","1981",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1004.33,878.19,973.91765,1400.095,105.28,295
"91","Box_Butte","1982",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",888.74,785.815,899.65425,1350.285,89.09,284
"92","Box_Butte","1983",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",946.565,818.185,925.75565,1401.185,53.84,263
"93","Box_Butte","1984",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",976.18,856.41,953.9032,1468.4,53.14,269
"94","Box_Butte","1985",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",963.745,827.44,929.4729,1425.155,87.66,269
"95","Box_Butte","1986",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1006.77,875.94,972.14765,1409.57,47.48,285
"96","Box_Butte","1987",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1026.8,858.54,955.14985,1422.12,48.6,283
"97","Box_Butte","1988",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1100.635,913.49,1008.0707,1495.85,17.55,302
"98","Box_Butte","1989",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",998.855,842.195,944.98955,1464.24,93.36,291
"99","Box_Butte","1990",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",982.135,854.09,963.459,1445.735,38.11,282
"100","Box_Butte","1991",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1009.39,892.945,997.6079,1538.99,48.12,279
"101","Box_Butte","1992",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",823.74,786.615,902.0612,1338.965,71.98,282
"102","Box_Butte","1993",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",829.2,776.895,889.41815,1345.975,100.92,282
"103","Box_Butte","1994",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1018.98,885.455,979.0446,1530.06,8.55,298
"104","Box_Butte","1995",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",918.245,809.68,917.25095,1369.58,40.48,297
"105","Box_Butte","1996",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",991.665,880.355,979.95235,1457.19,96.53,292
"106","Box_Butte","1997",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1007.87,878.78,984.94705,1458.66,68.37,298
"107","Box_Butte","1998",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",922.94,820.365,929.139,1436.02,114.35,314
"108","Box_Butte","1999",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",984.48,866.385,971.22485,1448.545,133.32,290
"109","Box_Butte","2000",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1037.17,863.175,962.10125,1491.41,44.41,280
"110","Box_Butte","2001",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1080.67,906.245,1002.71345,1504.85,24.48,289
"111","Box_Butte","2002",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1158.3,929.545,1018.18155,1478.35,78.29,286
"112","Box_Butte","2003",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1024.695,859.035,958.4804,1449.775,86.47,298
"113","Box_Butte","2004",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",880.605,771.03,881.24925,1311.95,79.69,306
"114","Box_Butte","2005",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1005.855,843.23,946.5651,1418.455,81.01,279
"115","Box_Butte","2006",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1125.27,924.415,1013.35655,1513.83,76.37,285
"116","Box_Butte","2007",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1087.1,907.35,1002.74735,1551.095,62.63,306
"117","Box_Butte","2008",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",984.01,838.665,935.7168,1381.41,142.61,287
"118","Box_Butte","2009",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",884.855,800.15,907.30455,1364.35,87.86,276
"119","Box_Butte","2010",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",993.48,873.215,977.24095,1418.335,53.25,301
"120","Box_Butte","2011",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1033.635,889.045,991.53595,1441,53.95,300
"121","Box_Butte","2012",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1192.915,943.125,1034.6235,1545.64,6.48,281
"122","Box_Butte","2013",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",986.735,868.345,966.0068,1518.17,82.3,289
"123","Box_Butte","2014",42.0972,-102.8707,365,155,NA,224.909090909091,"Box Butte_NE","NE",978.56,853.795,956.6318,1388.86,82.64,302
"124","Box_Butte","2015",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",983.35,875.32,978.5554,1390.215,26.96,302
"125","Box_Butte","2016",42.0972,-102.8707,365,158,NA,223.8,"Box Butte_NE","NE",1136.13,948.26,1041.7432,1440.93,125.19,316
"126","Box_Butte","2017",42.0972,-102.8707,365,154,NA,224.269230769231,"Box Butte_NE","NE",1051,902.66,1000.8982,1422.895,115.13,283
"127","Box_Butte","2018",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1030.13,884.65,984.9818,1466.695,71.7,287
"128","Box_Butte","2019",42.0972,-102.8707,365,155,NA,224.269230769231,"Box Butte_NE","NE",1009.055,888.605,988.8029,1370.69,148.56,283
"129","Box_Butte","2020",42.0972,-102.8707,365,125,NA,224.269230769231,"Box Butte_NE","NE",829.77,736.835,838.73595,1462,33.8,290
"130","Box_Butte","2021",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1115.75,919.235,1013.55375,1491.915,51.33,306
"131","Box_Butte","2022",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1083.66,889.785,985.9318,1485.97,52.87,290
"132","Box_Butte","2023",42.0972,-102.8707,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",958.905,856.655,964.809,1472.28,93.04,299
"133","Box_Butte","1980",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1042.305,869.055,966.5279,1404.265,48.5,285
"134","Box_Butte","1981",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",980.635,862.41,959.7232,1372.26,119.46,294
"135","Box_Butte","1982",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",869.615,772.085,887.12535,1324.385,99.99,284
"136","Box_Butte","1983",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",924.145,803.985,912.6862,1378.695,39.14,263
"137","Box_Butte","1984",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",948.48,838.86,938.5032,1440.06,55.34,269
"138","Box_Butte","1985",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",947.265,816.79,918.9579,1404.325,93.19,267
"139","Box_Butte","1986",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",980.58,860.685,958.0257,1382.565,42.96,285
"140","Box_Butte","1987",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1007.645,846.225,942.7443,1398.66,47.28,283
"141","Box_Butte","1988",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1083.77,901.465,996.84375,1474.66,27.4,302
"142","Box_Butte","1989",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",980.695,829.94,932.74455,1440.715,95.92,291
"143","Box_Butte","1990",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",963.18,840.99,952.4051,1424.485,33.7,282
"144","Box_Butte","1991",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",989.655,881.585,988.41595,1517.245,48.11,279
"145","Box_Butte","1992",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",806.23,771.865,890.3273,1315.1,50.02,282
"146","Box_Butte","1993",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",807.755,762.69,878.6151,1320.59,96.93,282
"147","Box_Butte","1994",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",995.485,870.35,966.0721,1501.63,26.7,298
"148","Box_Butte","1995",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",891.085,789.945,900.43815,1336,34.64,265
"149","Box_Butte","1996",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",966.255,862.02,963.2379,1424.28,124.84,292
"150","Box_Butte","1997",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",981.89,860.945,969.4401,1428.65,76.96,297
"151","Box_Butte","1998",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",898.285,803.825,914.0012,1409.69,127.11,308
"152","Box_Butte","1999",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",954.165,846.93,954.5729,1418.21,127.93,272
"153","Box_Butte","2000",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1005.815,845.28,944.8254,1457.685,44.61,280
"154","Box_Butte","2001",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1051.225,890.645,987.8154,1480.265,26.06,289
"155","Box_Butte","2002",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1137.72,921.955,1010.97765,1458.65,87.29,286
"156","Box_Butte","2003",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1002.885,848.8,950.67345,1430.8,98.28,298
"157","Box_Butte","2004",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",863.765,758.725,871.23425,1287.73,98.04,306
"158","Box_Butte","2005",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",978.33,828.885,933.5601,1391.645,96.64,279
"159","Box_Butte","2006",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1107.39,915.555,1005.25765,1496.635,85.01,285
"160","Box_Butte","2007",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1072.16,899.085,994.33235,1531.905,61.42,304
"161","Box_Butte","2008",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",961.805,826.395,925.09985,1355.9,139.61,287
"162","Box_Butte","2009",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",861.21,785.71,893.5976,1335.795,75.87,276
"163","Box_Butte","2010",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",969.87,859.58,965.834,1400.69,54.89,301
"164","Box_Butte","2011",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1010.015,876.515,979.96205,1420.515,57.04,300
"165","Box_Butte","2012",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1172.55,934.445,1028.40155,1532.375,17.1,281
"166","Box_Butte","2013",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",969.155,861.18,960.27985,1508.72,88.66,306
"167","Box_Butte","2014",42.2141,-102.9801,365,155,NA,224.909090909091,"Box Butte_NE","NE",958.31,845.16,949.73485,1368.765,86.78,304
"168","Box_Butte","2015",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",967.545,869.25,973.91845,1380.075,30.29,302
"169","Box_Butte","2016",42.2141,-102.9801,365,158,NA,223.8,"Box Butte_NE","NE",1123.29,941.88,1035.6632,1428.97,120.13,323
"170","Box_Butte","2017",42.2141,-102.9801,365,154,NA,224.269230769231,"Box Butte_NE","NE",1037.685,898.76,999.43125,1415.375,106.12,283
"171","Box_Butte","2018",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1015.015,871.26,971.10985,1445.73,80.32,287
"172","Box_Butte","2019",42.2141,-102.9801,365,155,NA,224.269230769231,"Box Butte_NE","NE",981.015,874.865,976.44345,1346.325,128.6,283
"173","Box_Butte","2020",42.2141,-102.9801,365,125,NA,224.269230769231,"Box Butte_NE","NE",806.2,724.75,826.99595,1441.93,39.75,290
"174","Box_Butte","2021",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1093.18,906.955,1002.38375,1466.32,43.05,306
"175","Box_Butte","2022",42.2141,-102.9801,365,148.913043478261,NA,224.269230769231,"Box Butte_NE","NE",1060.79,878.59,974.9318,1467.505,76.8,290
