"csv_file","fname","Trial_ID","Location","State","Year","Unif_Brand","Unif_Hybrid","Unif_Name","planting_date","harvest_date","planting_doy","harvest_doy","lat","lon","named_location","garden_city","garden_county","geolocation_precision","crop_failure","yield_adj_needed","Irrigated","Oil_Confection","variety_traits","oil_pct","yield_lb_acre","flower_50pct_days_past_planting","flower_50_doy","mature_days_past_planting","mature_doy","mature_days_past_planting_censored","oil_yield_lb_acre_new","harvest_moisture_pct","height_cm","plants_per_thousandth_acre","head_diameter_cm","seed_weight_grams_per_200","test_weight_lbs_bushel"
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Interstate","IS 5077","Interstate_IS 5077",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",46.4,2213,61,210,NA,NA,"not_censored",1026.832,11.2,127,NA,NA,NA,27.8
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Interstate","IS 5757","Interstate_IS 5757",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",47,2502,62,211,NA,NA,"not_censored",1175.94,8.7,147.32,NA,NA,NA,30.3
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Interstate","IS 6077","Interstate_IS 6077",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",47.5,2787,63,212,NA,NA,"not_censored",1323.825,10.6,165.1,NA,NA,NA,30
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Interstate","IS 6111","Interstate_IS 6111",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",45.1,2476,60,209,NA,NA,"not_censored",1116.676,9,109.22,NA,NA,NA,31.8
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Interstate","IS 6767","Interstate_IS 6767",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",46,2366,67,216,NA,NA,"not_censored",1088.36,10.5,144.78,NA,NA,NA,30.3
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Interstate","IS EXP54475MO","Interstate_IS EXP54475MO",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",45.8,2219,66,215,NA,NA,"not_censored",1016.302,9.5,142.24,NA,NA,NA,29.3
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Interstate","IS EXP21840","Interstate_IS EXP21840",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",44.6,2247,65,214,NA,NA,"not_censored",1002.162,10.4,129.54,NA,NA,NA,29.8
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Interstate","IS EXP33204","Interstate_IS EXP33204",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",44.6,2100,68,217,NA,NA,"not_censored",936.6,9.2,157.48,NA,NA,NA,27.3
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"IntegraSeed","INT 425","IntegraSeed_INT 425",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",44.6,2197,61,210,NA,NA,"not_censored",979.862,9.1,127,NA,NA,NA,28.3
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"IntegraSeed","INT 435","IntegraSeed_INT 435",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",48.2,2349,63,212,NA,NA,"not_censored",1132.218,9.8,154.94,NA,NA,NA,28
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"IntegraSeed","INT 450","IntegraSeed_INT 450",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",45.2,2344,64,213,NA,NA,"not_censored",1059.488,12.4,157.48,NA,NA,NA,28.8
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Kaystar","8300","Kaystar_8300",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",47,1991,61,210,NA,NA,"not_censored",935.77,9.1,142.24,NA,NA,NA,28.3
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Kaystar","8500","Kaystar_8500",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",48.5,2558,63,212,NA,NA,"not_censored",1240.63,9.7,157.48,NA,NA,NA,29
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Proseed","9103","Proseed_9103",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",46.6,1999,68,217,NA,NA,"not_censored",931.534,11.1,134.62,NA,NA,NA,26.3
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Proseed","9301","Proseed_9301",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",46.5,1844,68,217,NA,NA,"not_censored",857.46,10.8,144.78,NA,NA,NA,26.5
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Mycogen","658","Mycogen_658",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",47.1,2359,65,214,NA,NA,"not_censored",1111.089,9.8,149.86,NA,NA,NA,28.5
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Mycogen","8310","Mycogen_8310",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",48.3,2417,63,212,NA,NA,"not_censored",1167.411,10.1,137.16,NA,NA,NA,30
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Mycogen","8370","Mycogen_8370",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",47.7,2427,63,212,NA,NA,"not_censored",1157.679,10.6,142.24,NA,NA,NA,28.5
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Mycogen","Cavalry","Mycogen_Cavalry",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",51.8,2552,67,216,NA,NA,"not_censored",1321.936,12,160.02,NA,NA,NA,28.8
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Mycogen","Comet","Mycogen_Comet",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",47.9,2424,61,210,NA,NA,"not_censored",1161.096,9.8,129.54,NA,NA,NA,29
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Mycogen","X87321","Mycogen_X87321",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",48.7,1901,64,213,NA,NA,"not_censored",925.787,10.4,147.32,NA,NA,NA,29
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Novartis","NX 11064","Novartis_NX 11064",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",43.9,2229,61,210,NA,NA,"not_censored",978.531,8.8,132.08,NA,NA,NA,30
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Novartis","NX 11604","Novartis_NX 11604",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",47.3,2941,64,213,NA,NA,"not_censored",1391.093,12.3,144.78,NA,NA,NA,30.7
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Novartis","NK 259","Novartis_NK 259",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",45.9,2460,65,214,NA,NA,"not_censored",1129.14,11.9,139.7,NA,NA,NA,30.5
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Syngenta","NK 278","Syngenta_NK 278",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",46.6,2513,65,214,NA,NA,"not_censored",1171.058,12.9,152.4,NA,NA,NA,29.5
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Novartis","NK 231","Novartis_NK 231",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",43.6,2580,62,211,NA,NA,"not_censored",1124.88,9,132.08,NA,NA,NA,29.8
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Novartis","NK 232","Novartis_NK 232",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",44.6,2187,62,211,NA,NA,"not_censored",975.402,9.6,154.94,NA,NA,NA,29
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Pioneer","6300","Pioneer_6300",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",44.5,2212,63,212,NA,NA,"not_censored",984.34,8.8,139.7,NA,NA,NA,26.5
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Pioneer","6338","Pioneer_6338",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",45.7,2519,67,216,NA,NA,"not_censored",1151.183,11.9,157.48,NA,NA,NA,30.3
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Pioneer","63A51","Pioneer_63A51",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",50.4,2119,64,213,NA,NA,"not_censored",1067.976,11.4,152.4,NA,NA,NA,29.3
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Pioneer","63A81","Pioneer_63A81",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",45.6,2807,66,215,NA,NA,"not_censored",1279.992,10,124.46,NA,NA,NA,25.8
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Pioneer","XF266","Pioneer_XF266",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",48.3,2226,66,215,NA,NA,"not_censored",1075.158,10,154.94,NA,NA,NA,27
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Pioneer","XF468","Pioneer_XF468",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",46.1,2561,66,215,NA,NA,"not_censored",1180.621,10.1,152.4,NA,NA,NA,29.3
"1997-2006 Carrington_app_final_qc.csv","1997","Carrington_1997","Carrington","ND",1997,"Proseed","107","Proseed_107",19970529,19970930,149,273,47.5156,-99.1215,"Carrington_REC","Carrington","Foster","farm","N",NA,"dryland","oil","oil",45.7,2364,63,212,NA,NA,"not_censored",1080.348,10.2,160.02,NA,NA,NA,27
